ID X PCODE,Label
B7B0EBU X P5DA,0.01
EX5RCD3 X P5DA,0.0
80FZG6V X P5DA,0.0
GFM8H51 X P5DA,0.01
2FGPVD0 X P5DA,0.0
NDQ4328 X P5DA,0.0
3YVSERZ X P5DA,0.0
6PSCPEH X P5DA,0.0
F2F2EVU X P5DA,0.0
EKTD7DJ X P5DA,0.0
H601KXL X P5DA,0.0
E2M6VKN X P5DA,0.0
W130LVJ X P5DA,0.0
4C2I7BT X P5DA,0.0
G749R57 X P5DA,0.0
731FL51 X P5DA,0.0
CM98BDL X P5DA,0.0
OGTNR6H X P5DA,0.0
FKJZWPQ X P5DA,0.0
GHS4XQY X P5DA,0.0
0YM7Y05 X P5DA,0.0
JO8P0O0 X P5DA,0.0
YLXZ3XO X P5DA,0.0
IMNFA6H X P5DA,0.0
XYKYSHS X P5DA,0.0
S5B838E X P5DA,0.0
2XXBD0G X P5DA,0.0
THRZ5K3 X P5DA,0.0
GQBIZ8P X P5DA,0.0
IULNZGO X P5DA,0.0
8ZPGFIJ X P5DA,0.0
8XNJ2WF X P5DA,0.31
8EFK4KF X P5DA,0.0
TBXI8QP X P5DA,0.0
BBGS0GE X P5DA,0.0
NSHDI2B X P5DA,0.0
PVKXIHV X P5DA,0.0
C5C4PBC X P5DA,0.01
K0AX3E0 X P5DA,0.0
9CSX8LO X P5DA,0.0
GB5SHPT X P5DA,0.0
VVXN1EB X P5DA,0.0
LO141MM X P5DA,0.0
IAFJLCL X P5DA,0.0
CPDWOZK X P5DA,0.0
8EAKSMZ X P5DA,0.0
7V0V8AJ X P5DA,0.0
IFTT7W9 X P5DA,0.0
D008LC6 X P5DA,0.0
4TEM0I8 X P5DA,0.0
NDJ27DS X P5DA,0.0
SURJ3MP X P5DA,0.0
5FWK8KQ X P5DA,0.0
CXHN764 X P5DA,0.0
T0TC6VG X P5DA,0.0
TF8W3C8 X P5DA,0.0
NWFL5M8 X P5DA,0.0
KCZ2ZJG X P5DA,0.0
J1ABDLE X P5DA,0.0
5WUPW8O X P5DA,0.0
AKTQSHI X P5DA,0.0
BOXZW5A X P5DA,0.0
VQFBZX0 X P5DA,0.0
SSI4JAA X P5DA,0.0
1942C7Y X P5DA,0.0
EYJ35U7 X P5DA,0.0
FRMF0BT X P5DA,0.0
Q3B27KT X P5DA,0.0
AVYB4T2 X P5DA,0.0
SCZ7BCN X P5DA,0.0
WNPN8BQ X P5DA,0.0
OZRXK4M X P5DA,0.0
7XRJZYD X P5DA,0.0
1O2RXR5 X P5DA,0.0
JLISW2U X P5DA,0.0
NUIVBGA X P5DA,0.0
CDMMZZ0 X P5DA,0.0
ICPD4SU X P5DA,0.0
JNF67W9 X P5DA,0.0
JTHE469 X P5DA,0.0
DFZYSJ9 X P5DA,0.0
SEJCQOC X P5DA,0.0
C8WF2DA X P5DA,0.0
W6TI3XD X P5DA,0.0
H35FGUV X P5DA,0.0
KTBAP95 X P5DA,0.0
6LRLRP1 X P5DA,0.0
M7REW2S X P5DA,0.0
N376751 X P5DA,0.0
ETQ0A9N X P5DA,0.0
HSAPXO9 X P5DA,0.0
J9TKL5E X P5DA,0.0
AHT8XFC X P5DA,0.0
Z4HERDX X P5DA,0.0
J65NJM7 X P5DA,0.0
57DIU75 X P5DA,0.0
PBWFZSC X P5DA,0.0
00WUNVP X P5DA,0.0
FY20BTA X P5DA,0.0
LWQG2N0 X P5DA,0.0
DP4VWU0 X P5DA,0.0
VXQ67G0 X P5DA,0.0
70IPJ10 X P5DA,0.0
AGG32YG X P5DA,0.0
9SXCCOT X P5DA,0.0
RJI3KFU X P5DA,0.0
02PW4H1 X P5DA,0.0
PHV60FN X P5DA,0.0
2OFLVZY X P5DA,0.0
FEZ5X9Z X P5DA,0.0
JLEJNPR X P5DA,0.0
5SGIW0M X P5DA,0.0
5ZNBDLO X P5DA,0.0
8CLNO8S X P5DA,0.0
QBGXALX X P5DA,0.0
W2E1MN8 X P5DA,0.0
QA6K10E X P5DA,0.0
RIX91VT X P5DA,0.0
JVRNQDR X P5DA,0.0
V8BZGI7 X P5DA,0.01
S8UALXL X P5DA,0.0
QUSMXAP X P5DA,0.0
CXI4E2L X P5DA,0.0
HZWK0VZ X P5DA,0.0
IUHR5BM X P5DA,0.0
VJ32EQ6 X P5DA,0.0
YIKSAA7 X P5DA,0.0
JTWCU7Z X P5DA,0.0
PTG2BS9 X P5DA,0.0
TSS358F X P5DA,0.0
3GIWLSG X P5DA,0.0
YYZBARK X P5DA,0.0
8W26LOI X P5DA,0.0
DCAM5QK X P5DA,0.0
E6DURRQ X P5DA,0.0
BOKVORI X P5DA,0.0
W5B3354 X P5DA,0.0
E05EROW X P5DA,0.0
HOMJWPP X P5DA,0.0
P65COIL X P5DA,0.0
NWXLZXI X P5DA,0.0
YRE9GIY X P5DA,0.0
YA119I9 X P5DA,0.0
YZN48MC X P5DA,0.0
FP6X8OH X P5DA,0.0
C6P8J3G X P5DA,0.0
M44LKJL X P5DA,0.0
7D1CJHG X P5DA,0.0
9G4PARQ X P5DA,0.0
KURTJTV X P5DA,0.0
7XBUBWV X P5DA,0.0
H4XCDN7 X P5DA,0.0
9EEIWXA X P5DA,0.0
UD7919R X P5DA,0.0
WBQAERW X P5DA,0.0
C3RFKTL X P5DA,0.0
B8ZDBFD X P5DA,0.0
VJ2AWPE X P5DA,0.0
V40Z67Z X P5DA,0.0
XPFIUOW X P5DA,0.0
KFGX6GJ X P5DA,0.0
GMURHLW X P5DA,0.0
20WMQSD X P5DA,0.0
Z01EWWD X P5DA,0.0
3IYZC8U X P5DA,0.0
O9FGATP X P5DA,0.0
BXHH4CW X P5DA,0.0
2GF98W0 X P5DA,0.0
7YMH4OH X P5DA,0.0
MKEJ2QE X P5DA,0.0
AJUZMMF X P5DA,0.0
9NZ71O1 X P5DA,0.0
OI174HI X P5DA,0.0
Q73DLPH X P5DA,0.0
XXPV30U X P5DA,0.0
3JWQAH9 X P5DA,0.0
UOTI1JJ X P5DA,0.0
GVB4IT7 X P5DA,0.0
FGHF9XU X P5DA,0.0
0KH5WW2 X P5DA,0.0
QH1AUYF X P5DA,0.0
WILYDQD X P5DA,0.0
F6FS1F3 X P5DA,0.0
PXO24F5 X P5DA,0.0
9VAWEJ2 X P5DA,0.0
XXH7QCG X P5DA,0.0
9BPVV2N X P5DA,0.0
XK0GYWD X P5DA,0.0
2LK3D89 X P5DA,0.0
5JS19EN X P5DA,0.0
V0LCCD3 X P5DA,0.0
SQBS01Z X P5DA,0.0
4U548CD X P5DA,0.0
8MAHIP2 X P5DA,0.0
RH8V8R3 X P5DA,0.0
BQCGSQF X P5DA,0.01
H3RGGI9 X P5DA,0.0
HMCIL3Q X P5DA,0.0
6MS9CIH X P5DA,0.0
NT4WIN8 X P5DA,0.0
CUBMZJG X P5DA,0.0
IB8LJ6M X P5DA,0.0
WIW4H0O X P5DA,0.0
132L201 X P5DA,0.0
FCN5MSE X P5DA,0.0
OMG552L X P5DA,0.0
XDFY30K X P5DA,0.0
RMV90M1 X P5DA,0.0
CF1TKHX X P5DA,0.01
UMR2RNJ X P5DA,0.0
WNHWP59 X P5DA,0.0
8K63V62 X P5DA,0.0
IG59FM5 X P5DA,0.0
AVESPMX X P5DA,0.0
E2B80XU X P5DA,0.0
DCQTOS3 X P5DA,0.0
EH9XG5L X P5DA,0.0
KPOBUWZ X P5DA,0.0
MVQW5SA X P5DA,0.0
42V1XYP X P5DA,0.0
HND3TEZ X P5DA,0.0
A7B1N9F X P5DA,0.0
R5I05DL X P5DA,0.0
FG8YMMJ X P5DA,0.0
LXTUEM2 X P5DA,0.0
EADZ22O X P5DA,0.0
BWZUMRM X P5DA,0.0
28S61PW X P5DA,0.0
D7XPC8D X P5DA,0.0
NM2C6GH X P5DA,0.0
T2Q9XM1 X P5DA,0.0
VN01NNU X P5DA,0.0
LJJFME4 X P5DA,0.0
K5ESUHC X P5DA,0.0
TIRCIS2 X P5DA,0.0
6JHAGZ6 X P5DA,0.0
F05ST51 X P5DA,0.0
2TKXK4B X P5DA,0.0
12CY2Z3 X P5DA,0.0
97FFPZP X P5DA,0.0
CPI8DGQ X P5DA,0.0
SFY1QLS X P5DA,0.0
YUJMZCX X P5DA,0.0
VHZKCCA X P5DA,0.0
LXC0W72 X P5DA,0.0
QL4SYUX X P5DA,0.0
KHBB0R1 X P5DA,0.0
7IJ4UFS X P5DA,0.0
EDCPOMI X P5DA,0.0
HX61UZX X P5DA,0.0
0QHFLTB X P5DA,0.0
13E673X X P5DA,0.0
VKD5QO3 X P5DA,0.0
O6V2H6W X P5DA,0.0
YOIAH6N X P5DA,0.0
1BI1LG3 X P5DA,0.0
X6LGI8J X P5DA,0.0
OPMH623 X P5DA,0.0
5N4VVG6 X P5DA,0.0
JS6SIH3 X P5DA,0.0
MA4786M X P5DA,0.0
NXT5SV5 X P5DA,0.0
EOLGHTO X P5DA,0.0
4JEOFWS X P5DA,0.0
XZSI7EN X P5DA,0.0
QKFQB63 X P5DA,0.0
2EV2NPK X P5DA,0.0
NQCIL34 X P5DA,0.0
CP02TNY X P5DA,0.0
KA8EZLX X P5DA,0.0
0XXZRHP X P5DA,0.0
J6CFJS5 X P5DA,0.0
S6NZBUM X P5DA,0.0
RGWP46V X P5DA,0.0
DSRYIOP X P5DA,0.0
HBSJ5EF X P5DA,0.0
9VL3OHJ X P5DA,0.0
HQ5PD4U X P5DA,0.0
NNK21AR X P5DA,0.0
OGP7RP7 X P5DA,0.0
HJDJCB9 X P5DA,0.0
9QL73LM X P5DA,0.0
3YT084R X P5DA,0.0
SF1TKOD X P5DA,0.0
UBKW5X5 X P5DA,0.0
5WCUBQK X P5DA,0.0
DQ4K79Y X P5DA,0.0
FXHP7MW X P5DA,0.0
EQIOYVK X P5DA,0.0
FH1W99H X P5DA,0.0
UCYQNT1 X P5DA,0.0
JBJ2VMJ X P5DA,0.0
Y00S30E X P5DA,0.0
BG7L8EA X P5DA,0.0
7D43CVE X P5DA,0.0
G9SHXDD X P5DA,0.0
KKXQZFH X P5DA,0.0
G8GIBXA X P5DA,0.0
B2TXCS9 X P5DA,0.0
8MX99ZW X P5DA,0.0
1W27G2Z X P5DA,0.0
7IL6J3O X P5DA,0.0
W7FYBIK X P5DA,0.0
PJAHZYG X P5DA,0.0
GKALN4L X P5DA,0.0
ROJJENV X P5DA,0.0
UHDUZJB X P5DA,0.0
GBJ752I X P5DA,0.0
2X5Z3I7 X P5DA,0.0
1HPSU7V X P5DA,0.0
6B3QYQ1 X P5DA,0.0
J1955Q9 X P5DA,0.0
W3Y11VD X P5DA,0.03
57QTPDD X P5DA,0.0
YAGS50H X P5DA,0.0
QJQFIQP X P5DA,0.0
6DHQYN9 X P5DA,0.0
WRHAV42 X P5DA,0.0
WUQMUCU X P5DA,0.0
R5BBFVA X P5DA,0.0
AI5U9A7 X P5DA,0.0
S5W6FZO X P5DA,0.0
JIBGAUM X P5DA,0.0
P6SYYNG X P5DA,0.0
VRL0IIX X P5DA,0.0
GLOM3EZ X P5DA,0.0
DYVV523 X P5DA,0.0
IXRDXUM X P5DA,0.0
J4U1K5E X P5DA,0.0
9TBHO87 X P5DA,0.01
1UCU8U0 X P5DA,0.0
OR0XVM2 X P5DA,0.0
6KGWNMQ X P5DA,0.0
YSGSWGB X P5DA,0.0
W4I8AMA X P5DA,0.0
B8AYKI2 X P5DA,0.0
6X7NLGE X P5DA,0.0
C0Y4F4B X P5DA,0.0
J8AHMQS X P5DA,0.0
7WJ4X9S X P5DA,0.0
K466DM3 X P5DA,0.0
NQ0TUJH X P5DA,0.0
9V0BB53 X P5DA,0.0
FIPFI2P X P5DA,0.0
3NKQYRT X P5DA,0.0
EUPM1R5 X P5DA,0.0
ZHTEQ25 X P5DA,0.0
HPZ54WE X P5DA,0.0
IND742J X P5DA,0.0
L1F06DS X P5DA,0.0
QSMZOAM X P5DA,0.0
FYE72YU X P5DA,0.0
XVG93Z6 X P5DA,0.0
8L1S30L X P5DA,0.0
JM5G0XH X P5DA,0.0
90YM0BU X P5DA,0.0
DBPPT99 X P5DA,0.0
W5IDLIN X P5DA,0.0
NMP9R0Z X P5DA,0.0
KUD1QNK X P5DA,0.0
G71TBD3 X P5DA,0.0
92OQ35V X P5DA,0.0
PA4HZUI X P5DA,0.0
TD73M1K X P5DA,0.0
28DLH38 X P5DA,0.0
V32HKCV X P5DA,0.0
4GL8ZXF X P5DA,0.0
1352I7E X P5DA,0.0
U714CPF X P5DA,0.0
CT1Q687 X P5DA,0.0
G88QQC0 X P5DA,0.0
E86DPUD X P5DA,0.0
DT3TL7O X P5DA,0.0
05T3YOQ X P5DA,0.0
6XQKINB X P5DA,0.0
UV2AV2O X P5DA,0.0
NJ3IH0C X P5DA,0.0
ZBOXSJ8 X P5DA,0.0
BLKSZUK X P5DA,0.0
XFZF5X7 X P5DA,0.0
26474WD X P5DA,0.0
4SZ81Z0 X P5DA,0.0
FZVDP3P X P5DA,0.0
F474PJA X P5DA,0.0
ZYZSMT5 X P5DA,0.0
9U72PMR X P5DA,0.01
UPSBFWV X P5DA,0.0
GQZLRSE X P5DA,0.0
0SCW9E2 X P5DA,0.0
H10PJ6P X P5DA,0.0
COJAN1R X P5DA,0.0
0HUBPQ2 X P5DA,0.0
9T6YY0O X P5DA,0.0
OQBTGDO X P5DA,0.0
GZQWNFB X P5DA,0.0
BNLC0H3 X P5DA,0.0
GT0SCWH X P5DA,0.0
ROI2BZZ X P5DA,0.0
0FVANCC X P5DA,0.0
NGEMK30 X P5DA,0.0
8PVDQE5 X P5DA,0.0
SX8FABJ X P5DA,0.0
ZXVUQD9 X P5DA,0.0
PMC6ZJ6 X P5DA,0.0
S9E567T X P5DA,0.0
ESBA64J X P5DA,0.0
T138AJE X P5DA,0.0
E58MMDL X P5DA,0.0
4V3PAC8 X P5DA,0.0
VVJ783J X P5DA,0.0
4P6LO99 X P5DA,0.0
H77WWG0 X P5DA,0.0
AGKYSZ6 X P5DA,0.0
YAH1I14 X P5DA,0.0
ZFG5WQR X P5DA,0.0
GLWAYKV X P5DA,0.0
V90WOSF X P5DA,0.0
17P1PT4 X P5DA,0.0
LFVYKPK X P5DA,0.0
MFF6RFT X P5DA,0.0
0HGC10L X P5DA,0.0
5IR5203 X P5DA,0.0
HR4GIJ9 X P5DA,0.0
B20QPOO X P5DA,0.0
4E709N0 X P5DA,0.0
QHB8EDY X P5DA,0.0
XAUF6DT X P5DA,0.0
LME09S7 X P5DA,0.0
LFZ0Q3D X P5DA,0.0
OO6T8Y4 X P5DA,0.0
9JIJNAK X P5DA,0.0
Y8NYLMN X P5DA,0.0
9KH5GQJ X P5DA,0.0
U2A3NXV X P5DA,0.0
D5LK80U X P5DA,0.0
YIP9KGD X P5DA,0.0
V8GDP6B X P5DA,0.0
J2QGM0B X P5DA,0.0
QM6A1UN X P5DA,0.0
7QEMRDR X P5DA,0.0
OGW8J5V X P5DA,0.0
ELJYZRU X P5DA,0.0
PAEFB2B X P5DA,0.0
ZQJT5V0 X P5DA,0.01
Z6EE7QA X P5DA,0.0
FKPAHCG X P5DA,0.0
F3TEMDT X P5DA,0.0
S2PAWTO X P5DA,0.0
QZICK5F X P5DA,0.0
T6XVXT3 X P5DA,0.0
AR0WQGD X P5DA,0.0
E12O4JO X P5DA,0.0
NCB0N4H X P5DA,0.0
4RSRFQU X P5DA,0.0
MN4726I X P5DA,0.0
AIXUSRW X P5DA,0.0
2V7O61U X P5DA,0.0
3K90U3O X P5DA,0.0
8CESXFA X P5DA,0.0
2FC6TE9 X P5DA,0.0
DBN0F36 X P5DA,0.0
87GWWKQ X P5DA,0.0
4Q04BCY X P5DA,0.0
EB4TFOW X P5DA,0.0
BEV0RRO X P5DA,0.0
A56UXCC X P5DA,0.0
P7LSR5C X P5DA,0.0
IDX1KNE X P5DA,0.0
TLNLSNR X P5DA,0.0
V4RGWS2 X P5DA,0.0
3JLWWLJ X P5DA,0.0
74AQ686 X P5DA,0.0
FVU2XQH X P5DA,0.0
YD9D770 X P5DA,0.0
NTSAH8M X P5DA,0.0
9JU0H44 X P5DA,0.0
6SK4I65 X P5DA,0.0
Z3GGF88 X P5DA,0.0
DQFJ2QL X P5DA,0.0
15XW46K X P5DA,0.0
XNG8NF4 X P5DA,0.0
5V4E75Z X P5DA,0.0
9DSQAGW X P5DA,0.0
1MKGO2K X P5DA,0.0
UKYXDAL X P5DA,0.0
SD4138F X P5DA,0.0
ZS02Q14 X P5DA,0.0
A1G1AJ6 X P5DA,0.0
UDRPW29 X P5DA,0.0
DLL9KZH X P5DA,0.0
S67AOVO X P5DA,0.0
23PGK5H X P5DA,0.0
BK8JC57 X P5DA,0.0
ZSBFUW9 X P5DA,0.0
N445DL7 X P5DA,0.0
9HNLE1W X P5DA,0.0
1COIJPA X P5DA,0.0
VBVJK21 X P5DA,0.0
RRY3KPD X P5DA,0.0
Z9T66UV X P5DA,0.0
FSDJ26V X P5DA,0.0
3USNOCG X P5DA,0.0
6TNJ4WY X P5DA,0.0
L5W18FT X P5DA,0.0
KN9OYWH X P5DA,0.0
W3F9NUB X P5DA,0.01
KKH08G9 X P5DA,0.0
BOPV506 X P5DA,0.0
BCCF18P X P5DA,0.0
VXSWZOH X P5DA,0.0
UQAYKZ6 X P5DA,0.0
0IYC75E X P5DA,0.0
WZBGBL5 X P5DA,0.0
3NEF9N9 X P5DA,0.0
KPBUFLI X P5DA,0.0
TRDH7H1 X P5DA,0.0
OA64IZR X P5DA,0.0
KNZIQVL X P5DA,0.0
N63LU5J X P5DA,0.0
ANTC3AT X P5DA,0.0
1ADDBRH X P5DA,0.0
ILDV29O X P5DA,0.0
2E3GJ54 X P5DA,0.0
ZFZ8UOJ X P5DA,0.0
2TXO548 X P5DA,0.0
RL0IRKP X P5DA,0.0
9035AVS X P5DA,0.0
J28WNWZ X P5DA,0.0
ZNCA20K X P5DA,0.0
JLPDXX4 X P5DA,0.0
BCENBM2 X P5DA,0.0
RC14SQG X P5DA,0.0
R0ADWA5 X P5DA,0.0
CJGXT1Z X P5DA,0.0
YZGXQFH X P5DA,0.0
FVW8J5I X P5DA,0.0
57BVTAN X P5DA,0.0
9SWWOIB X P5DA,0.0
X0NSICM X P5DA,0.09
3M90TJ7 X P5DA,0.0
V7V4V5F X P5DA,0.0
NXTCNTK X P5DA,0.0
7V6CAOS X P5DA,0.0
7IRVAWA X P5DA,0.0
Q4MFZMF X P5DA,0.0
OKPG7MV X P5DA,0.0
NRTRZO7 X P5DA,0.0
XKIWODP X P5DA,0.0
CO9UA0A X P5DA,0.0
C8P7DAH X P5DA,0.01
9ODEERD X P5DA,0.0
F0MKQM2 X P5DA,0.0
